url,fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other
/fighter/Tammie-Schneider-25422,Tammie Schneider,,,,,"Raytown, Missouri",United States,"5'1""",115 lbs,Caveman Crew,Strawweight,3,1,2,0,,3,6,4,1,
/fighter/Paul-Taylor-6326,Paul Taylor,Relentless,15/12/1979,41,,Walsall,England,"6'0""",155 lbs,Team Supreme,Lightweight,11,6,2,3,,11,0,2,4,
/fighter/Xuewen-Peng-253293,Xuewen Peng,,,,,,China,"5'4""",115 lbs,TOP-1 Fighting Club,Strawweight,3,2,0,1,,3,3,1,2,
/fighter/Damir-Ferhatbegovic-223271,Damir Ferhatbegovic,,,,,"Knoxville, Tennessee",United States,"0'0""",155 lbs,,Lightweight,5,2,1,2,,5,0,2,0,
/fighter/Edwin-Figueroa-22490,Edwin Figueroa,El Feroz,31/07/1984,37,,"McKinney, Texas",United States,"5'7""",135 lbs,Mohler MMA,Bantamweight,9,6,2,1,,9,1,0,4,
/fighter/Joe-Slick-238,Joe Slick,,17/10/1977,43,,"Iowa City, Iowa",United States,"6'0""",199 lbs,,Light Heavyweight,16,3,11,1,1,16,2,1,2,0
/fighter/Deligerihu-Liu-255773,Deligerihu Liu,The Little Squirrel,,,,,China,"0'0""",125 lbs,,Flyweight,3,1,0,2,,3,2,1,0,
/fighter/Tony-Bonello-7136,Tony Bonello,The Gun,,,,"Lubbock, Texas",United States,"6'2""",210 lbs,The Gun Fight Club,Heavyweight,17,3,13,1,,17,2,1,0,
/fighter/Brandon-Bender-17391,Brandon Bender,,05/02/1987,34,,"Rancho Cucamonga, California",United States,"5'8""",135 lbs,Aguirre's Fighting System,Bantamweight,12,0,11,1,,12,1,0,1,
/fighter/Koyomi-Matsushima-188675,Koyomi Matsushima,Moushigo,08/10/1992,28,,Kanagawa,Japan,"5'8""",145 lbs,Pancrase ISM Yokohama,Featherweight,12,7,1,4,0,12,3,0,1,1
/fighter/Jesse-Sanders-16098,Jesse Sanders,,,,,"Oskaloosa, Iowa",United States,"6'1""",170 lbs,,Welterweight,23,8,13,1,1,23,0,6,0,1
/fighter/Marcin-Tybura-86928,Marcin Tybura,Tybur,09/11/1985,35,,Uniejow,Poland,"6'3""",251 lbs,Jackson-Wink MMA,Heavyweight,22,9,6,7,,22,4,0,2,
/fighter/Min-Jong-Song-67475,Min Jong Song,The Running Man,16/11/1991,29,,,South Korea,"5'7""",135 lbs,Team Max,Bantamweight,11,1,3,7,,11,1,1,6,
/fighter/Yoshiyuki-Yoshida-12073,Yoshiyuki Yoshida,Zenko,10/05/1974,47,,Tokyo,Japan,"5'11""",170 lbs,Right Thing Academy,Welterweight,18,8,6,3,1,18,3,0,6,0
/fighter/Alberto-Correia-231105,Alberto Correia,Alber Magayver,23/03/1997,24,,"Fortaleza, Ceara",Brazil,"5'2""",115 lbs,Nova Uniao,Strawweight,2,1,0,1,,2,1,1,1,
/fighter/Raul-Amaya-46132,Raul Amaya,Smash Mode,02/02/1986,35,,"Bradenton, Florida",United States,"5'10""",185 lbs,Champions MMA (Bradenton),Middleweight,11,5,6,0,,11,1,1,1,
/fighter/Jia-Yang-323491,Jia Yang,,,,,,China,"5'4""",125 lbs,,Flyweight,1,0,0,1,,1,0,0,1,
/fighter/Johnny-Lopez-66089,Johnny Lopez,Mr. Nice Guy,,,,"Cromwell, Connecticut",United States,"5'6""",125 lbs,Underdog Brazilian Jiu-Jitsu,Flyweight,12,0,6,6,,12,2,1,2,
/fighter/Steve-Montgomery-49092,Steve Montgomery,The Creepy Weasel,19/12/1990,30,,"Boca Raton, Florida",United States,"6'4""",185 lbs,American Top Team,Middleweight,10,6,3,1,,10,3,1,2,
/fighter/Anthony-Engelen-126115,Anthony Engelen,The Archangel,23/06/1985,36,,"Ermelo, Gelderland",Netherlands,"5'6""",155 lbs,Tatsujin MMA Indonesia,Lightweight,8,3,4,1,,8,3,3,1,
/fighter/Tina-Lahdemaki-70795,Tina Lahdemaki,Jelly Bean,28/05/1988,33,,"Hyvinkaa, Uusimaa",Finland,"5'2""",115 lbs,RNC Sport Club,Strawweight,5,1,2,2,,5,0,0,1,
/fighter/Ricky-Legere-Jr-24727,Ricky Legere Jr.,The IE Bad Boy,21/12/1985,35,,"Lake Forest, California",United States,"5'8""",170 lbs,UFC Gym Corona,Welterweight,19,8,9,2,,19,3,2,2,
/fighter/Karolina-Kowalkiewicz-101401,Karolina Kowalkiewicz,,15/10/1985,35,,Lodz,Poland,"5'3""",115 lbs,FitFabric Shark Top Team,Strawweight,12,1,2,9,,12,1,2,4,
/fighter/Shakir-McKillip-84765,Shakir McKillip,HB,02/01/1992,29,,"Oklahoma City, Oklahoma",United States,"5'11""",149 lbs,American Top Team OKC,Lightweight,9,4,1,4,,9,2,4,3,
/fighter/Will-Martinez-45233,Will Martinez,,31/08/1980,40,,"Philadelphia, Pennsylvania",United States,"5'9""",151 lbs,Team Balance,Lightweight,13,3,6,4,,13,0,2,1,
/fighter/Jussier-Formiga-36939,Jussier Formiga,,14/04/1985,36,,"Natal, Rio Grande do Norte",Brazil,"5'5""",125 lbs,American Top Team,Flyweight,23,0,10,13,,23,4,0,4,
/fighter/Hector-Ramirez-10581,Hector Ramirez,Sick Dog,28/03/1976,45,,"Orange County, California",United States,"6'0""",205 lbs,,Light Heavyweight,10,6,0,4,,10,2,1,3,
/fighter/Luke-Rockhold-23345,Luke Rockhold,,17/10/1984,36,,"San Jose, California",United States,"6'3""",185 lbs,American Kickboxing Academy,Middleweight,16,6,8,2,,16,5,0,0,
/fighter/Kristian-Rothaermel-949,Kristian Rothaermel,,31/01/1972,49,,"Metairie, Louisiana",United States,"6'0""",205 lbs,,Light Heavyweight,4,2,2,0,,4,0,3,0,
/fighter/Javier-Obregon-83146,Javier Obregon,,,,,"Fort Worth, Texas",United States,"5'8""",135 lbs,Phalanx Powerhouse,Bantamweight,14,3,5,6,,14,4,9,3,
/fighter/Dominic-Mazzotta-95933,Dominic Mazzotta,The Honey Badger,17/06/1987,34,,"New Kensington, Pennsylvania",United States,"5'7""",135 lbs,Sanford MMA,Bantamweight,15,2,9,4,,15,2,0,1,
/fighter/Derek-Campos-42543,Derek Campos,The Stallion,01/04/1988,33,,"Lubbock, Texas",United States,"5'9""",145 lbs,Mohler MMA,Featherweight,20,6,5,9,,20,4,4,3,
/fighter/Kevin-Haley-82629,Kevin Haley,The North Woods Nightmare,,,,"Rollinsford, New Hampshire",United States,"6'2""",195 lbs,Nostos MMA,Light Heavyweight,6,2,2,1,1,6,3,3,0,0
/fighter/Kyle-Prepolec-80613,Kyle Prepolec,,30/08/1989,31,,"Windsor, Ontario",Canada,"5'10""",155 lbs,Maximum Training Centre,Lightweight,14,7,4,3,,14,0,2,5,
/fighter/Tim-Lajcik-223,Tim Lajcik,The Bohemian,21/06/1965,56,,"Redwood, California",United States,"6'1""",225 lbs,Gladiators Training Academy,Heavyweight,7,5,1,1,,7,4,1,1,
/fighter/Hisham-Hiba-113567,Hisham Hiba,,25/02/1992,29,,,Egypt,"5'8""",170 lbs,Egyptian Top Team,Welterweight,3,3,0,0,,3,2,2,0,
/fighter/Damir-Ismagulov-181183,Damir Ismagulov,,03/02/1991,30,,Orenburg,Russia,"5'10""",155 lbs,Boets MMA,Lightweight,23,12,1,10,,23,0,0,1,
/fighter/Chad-Mendes-38393,Chad Mendes,Money,01/05/1985,36,,"Hanford, California",United States,"5'6""",145 lbs,Team Alpha Male,Featherweight,18,8,2,8,,18,4,0,1,
/fighter/Yadong-Song-103807,Yadong Song,Kung Fu Monkey,02/12/1997,23,,Tianjin,China,"5'8""",135 lbs,Team Alpha Male,Bantamweight,17,6,3,8,0,17,1,0,3,1
/fighter/Felipe-Silva-128357,Felipe Silva,,05/08/1984,37,,"Juiz de Fora, Minas Gerais",Brazil,"6'0""",155 lbs,CM System,Lightweight,9,7,1,1,,9,4,1,0,
/fighter/Hector-Urbina-18168,Hector Urbina,El Toro,17/09/1987,33,,"Chicago, Illinois",United States,"6'0""",170 lbs,,Welterweight,17,9,5,2,1,17,7,2,2,0
/fighter/Ji-Won-Kang-303289,Ji Won Kang,Mighty Warrior,08/10/1995,25,,,South Korea,"6'0""",265 lbs,Wangho MMA,Heavyweight,5,5,0,0,,5,0,0,0,
/fighter/Ole-Laursen-15394,Ole Laursen,Iron Fist,21/08/1977,43,,Manila,Philippines,"5'9""",170 lbs,Legacy Gym,Welterweight,8,3,3,2,,8,0,3,1,
/fighter/Dustin-Hazelett-11481,Dustin Hazelett,McLovin,29/04/1986,35,,"Cincinnati, Ohio",United States,"6'1""",155 lbs,Team Jorge Gurgel,Lightweight,12,1,9,2,,12,4,2,1,
/fighter/Tyson-Miller-303257,Tyson Miller,The Killer,,,,California,United States,"0'0""",205 lbs,,Light Heavyweight,2,1,0,1,,2,0,0,0,
/fighter/Lindsey-VanZandt-206197,Lindsey VanZandt,Damsel,06/08/1993,28,,"Jacksonville, Florida",United States,"5'2""",106 lbs,Precision MMA,Atomweight,7,5,1,1,,7,1,0,4,
/fighter/Tom-Aspinall-65231,Tom Aspinall,,11/04/1993,28,,"Wigan, Greater Manchester",England,"6'5""",245 lbs,Team Kaobon,Heavyweight,10,8,2,0,0,10,0,1,0,1
/fighter/David-Zawada-72910,David Zawada,Sagat,01/08/1990,31,,Dusseldorf,Germany,"6'0""",170 lbs,UFD Gym,Welterweight,17,11,4,2,,17,2,1,3,
/fighter/Shawn-Jordan-45624,Shawn Jordan,The Savage,21/10/1984,36,,"Baton Rouge, Louisiana",United States,"6'0""",265 lbs,American Top Team,Heavyweight,19,15,3,1,,19,5,0,4,
/fighter/Dan-Cormier-67968,Dan Cormier,The Hamburglar,,,,"Cranston, Rhode Island",United States,"5'4""",125 lbs,Tri-Force MMA,Flyweight,8,1,2,5,0,8,1,3,5,1
/fighter/Ahmed-Mujtaba-132987,Ahmed Mujtaba,The Wolverine,,,,Quetta,Pakistan,"5'11""",155 lbs,Fight Fortress MMA,Lightweight,8,2,4,1,1,8,0,2,0,0
/fighter/Russell-Doane-30054,Russell Doane,,13/08/1986,34,,"Waianae, Hawaii",United States,"5'6""",135 lbs,Hawaii Elite MMA,Bantamweight,15,7,5,3,,15,0,5,3,
/fighter/Mak-Kelleher-64737,Mak Kelleher,,,,,"Centereach, New York",United States,"5'9""",145 lbs,Jamie Varner's Combat Academy,Featherweight,1,0,0,1,,1,0,1,3,
/fighter/Kevin-Jordan-4399,Kevin Jordan,The Shaman,31/12/1970,50,,"Columbus, Georgia",United States,"6'3""",245 lbs,USCAA,Heavyweight,11,3,4,4,,11,4,2,3,
/fighter/Jason-Fischer-85210,Jason Fischer,The Finisher,03/03/1985,36,,"Detroit, Michigan",United States,"5'10""",155 lbs,Michigan Top Team,Lightweight,14,3,4,7,,14,0,0,4,
/fighter/Muin-Gafurov-182325,Muin Gafurov,Tajik,17/05/1996,25,,Dushanbe,Tajikistan,"5'7""",135 lbs,Taj-Fighter,Bantamweight,17,9,7,1,,17,0,0,3,
/fighter/Marcel-Goncalves-84304,Marcel Goncalves,,15/12/1986,34,,"Miami Beach, Florida",United States,"5'11""",156 lbs,,Lightweight,4,0,3,1,,4,2,0,1,
/fighter/Callum-Ellenor-77142,Callum Ellenor,Cal Pacino,04/04/1991,30,,"Sunderland, Tyne and Wear",England,"5'7""",134 lbs,Team Fish Tank,Bantamweight,8,2,6,0,,8,0,1,2,
/fighter/Giovanni-Sarran-61471,Giovanni Sarran,Bam Bam,26/12/1988,32,,"Antelope Valley, California",United States,"5'7""",252 lbs,,Heavyweight,6,3,2,1,,6,1,0,3,
/fighter/Yuan-Yi-349251,Yuan Yi,,,,,,China,"5'10""",170 lbs,Modern Samurai Dojo,Welterweight,2,0,2,0,,2,0,0,0,
/fighter/Justin-Linn-47432,Justin Linn,The Mortal Sinn,19/06/1989,32,,"Las Vegas, Nevada",United States,"5'9""",145 lbs,Team Tompkins,Featherweight,7,2,4,1,,7,1,2,3,
/fighter/David-Hammons-122797,David Hammons,,22/05/1990,31,,"El Dorado Springs, Missouri",United States,"6'4""",262 lbs,,Heavyweight,1,0,1,0,,1,4,0,0,
/fighter/Brett-McDermott-89439,Brett McDermott,The Spartan,,,,"Barrow-in-Furness, Cumbria",England,"5'11""",205 lbs,Flex MMA,Light Heavyweight,9,8,0,1,,9,2,2,1,
/fighter/Miesha-Tate-26252,Miesha Tate,Cupcake,18/08/1986,34,,"Tacoma, Washington",United States,"5'6""",135 lbs,Xtreme Couture,Bantamweight,19,4,7,8,,19,2,3,2,
/fighter/Joey-Gilbert-1306,Joey Gilbert,,14/04/1970,51,,"Chicago, Illinois",United States,"5'5""",154 lbs,Gilbert Grappling,Lightweight,2,0,0,2,,2,2,1,0,
/fighter/Hamza-Salim-58713,Hamza Salim,The Hamza,,,,"Portland, Oregon",United States,"6'1""",205 lbs,Gracie Barra Portland,Light Heavyweight,5,4,0,1,,5,0,1,3,
/fighter/Chris-Cisneros-872,Chris Cisneros,The Maverick,24/12/1979,41,,"Mountain View, Hawaii",United States,"5'11""",170 lbs,Boss MMA,Welterweight,19,6,7,5,1,19,3,2,6,0
/fighter/Jared-Rosholt-76763,Jared Rosholt,The Big Show,04/08/1986,35,,"Arlington, Texas",United States,"6'2""",240 lbs,Team Takedown,Heavyweight,20,7,1,12,,20,6,1,1,
/fighter/Nathan-Stolen-164973,Nathan Stolen,Superman,,,,"Aberdeen, Washington",United States,"5'7""",145 lbs,Bad Company MMA,Featherweight,8,6,2,0,,8,1,3,1,
/fighter/Maurice-Jackson-119077,Maurice Jackson,The Hulk,,,,"Albuquerque, New Mexico",United States,"5'8""",205 lbs,Jackson-Wink MMA,Light Heavyweight,7,4,0,3,,7,1,2,0,
/fighter/Abdul-Aziz-Calim-279119,Abdul Aziz Calim,The Krauser,,,,,Indonesia,"0'0""",125 lbs,Han Academy,Flyweight,5,0,2,3,,5,2,3,0,
/fighter/Sheldon-Westcott-23648,Sheldon Westcott,,20/08/1984,36,,"St. Albert, Alberta",Canada,"6'1""",170 lbs,Complete Fitness and Martial Arts,Welterweight,9,4,3,2,,9,1,0,2,
/fighter/Darrill-Schoonover-33084,Darrill Schoonover,The Boss,18/06/1985,36,,"El Paso, Texas",United States,"6'2""",257 lbs,Red Spider MMA,Heavyweight,14,7,5,2,0,14,2,2,3,1
/fighter/Alexa-Grasso-142845,Alexa Grasso,,09/08/1993,28,,"Guadalajara, Jalisco",Mexico,"5'5""",125 lbs,Lobo Gym MMA,Flyweight,13,4,0,9,,13,0,1,2,
/fighter/Ev-Ting-60988,Ev Ting,The Extraterrestrial,11/08/1989,32,,,New Zealand,"5'7""",155 lbs,Auckland MMA,Lightweight,17,5,5,7,,17,1,3,3,
/fighter/Jennifer-Olsim-214807,Jennifer Olsim,,,,,,Philippines,"0'0""",115 lbs,Tribal Submission,Strawweight,4,0,2,2,,4,0,2,0,
/fighter/Josh-San-Diego-91551,Josh San Diego,The Zookeeper,08/03/1985,36,,"Milpitas, California",United States,"5'10""",139 lbs,Unlimited MMA,Featherweight,9,1,3,5,,9,0,2,2,
/fighter/Valerie-Coolbaugh-34755,Valerie Coolbaugh,Vicious Val,06/07/1974,47,,"Mount Olive, Illinois",United States,"5'8""",125 lbs,Fight Factory MMA,Flyweight,7,2,2,3,,7,0,5,0,
/fighter/Alex-Fong-170601,Alex Fong,Lil Rocky,15/10/1995,25,,Labuan,Malaysia,"5'4""",125 lbs,Borneo Tribal Squad,Flyweight,1,0,1,0,,1,0,0,0,
/fighter/Nyrene-Crowley-253781,Nyrene Crowley,Neutron Bomb,17/05/1989,32,,,New Zealand,"5'2""",115 lbs,Bali MMA,Strawweight,3,0,2,1,,3,2,1,0,
/fighter/Marcus-Jones-25912,Marcus Jones,Big Baby,15/08/1973,47,,"Tampa, Florida",United States,"6'6""",265 lbs,,Heavyweight,4,3,1,0,,4,2,0,0,
/fighter/Marcin-Wrzosek-85623,Marcin Wrzosek,The Polish Zombie,14/10/1987,33,,Bydgoszcz,Poland,"5'9""",145 lbs,FitFabric Shark Top Team,Featherweight,14,5,3,6,,14,1,0,6,
/fighter/Oskar-Piechota-77303,Oskar Piechota,Imadlo,24/01/1990,31,,Gdansk,Poland,"6'0""",185 lbs,Piranha Grappling Team,Middleweight,11,5,5,1,,11,1,2,0,
/fighter/Rudy-Morales-72409,Rudy Morales,Ruthless,05/12/1984,36,,"Las Vegas, Nevada",United States,"5'8""",145 lbs,Wand Fight Team,Featherweight,5,2,0,3,,5,1,1,4,
/fighter/Laura-Balin-112923,Laura Balin,La Gladiadora,,,,"Concordia, Entre Rios",Argentina,"0'0""",115 lbs,Kaeshi Gym Concordia,Strawweight,12,4,7,1,,12,1,3,2,
/fighter/David-Abbott-110,David Abbott,Tank,26/04/1965,56,,"Huntington Beach, California",United States,"6'0""",250 lbs,,Heavyweight,10,7,2,1,,10,8,5,2,
/fighter/Deiveson-Figueiredo-110485,Deiveson Figueiredo,Daico / Deus da Guerra,18/12/1987,33,,"Soure, Para",Brazil,"5'5""",125 lbs,Figueiredo Team,Flyweight,20,9,8,3,,20,0,1,1,
/fighter/Anastasia-Yankova-145249,Anastasia Yankova,,01/03/1991,30,,Moscow,Russia,"5'5""",125 lbs,AKA Thailand,Flyweight,5,0,3,2,,5,0,0,1,
/fighter/Dave-Jansen-25414,Dave Jansen,The Fugitive,21/08/1979,41,,"Corbett, Oregon",United States,"5'9""",156 lbs,Sports Lab,Lightweight,20,1,10,9,,20,0,0,4,
/fighter/Richard-Odoms-68083,Richard Odoms,The Black Eagle,08/05/1975,46,,"San Antonio, Texas",United States,"6'5""",258 lbs,RPBJJ,Heavyweight,14,6,2,6,,14,2,0,2,
/fighter/Austin-Lingo-236341,Austin Lingo,Lights Out,10/07/1994,27,,"Mesquite, Texas",United States,"5'10""",145 lbs,Fortis MMA,Featherweight,8,3,2,3,,8,0,0,1,
/fighter/Joseph-Omana-168473,Joseph Omana,Jomanz Omanz,19/03/1990,31,,Cebu,Philippines,"5'6""",135 lbs,,Bantamweight,1,1,0,0,,1,1,1,1,
/fighter/Jayme-Hinshaw-200869,Jayme Hinshaw,AtomBomb,16/10/1989,31,,"South Valley, New Mexico",United States,"5'2""",105 lbs,Fit NHB,Atomweight,4,0,3,1,,4,1,1,2,
/fighter/Antonina-Shevchenko-45389,Antonina Shevchenko,La Pantera,20/11/1984,36,,Bishkek,Kyrgyzstan,"5'8""",125 lbs,Tiger Muay Thai,Flyweight,9,3,1,5,,9,0,1,2,
/fighter/Shane-Howell-20906,Shane Howell,,28/11/1983,37,,"Norman, Oklahoma",United States,"5'8""",125 lbs,R-1 MMA,Flyweight,13,4,7,2,,13,1,5,4,
/fighter/Rafael-Lovato-Jr-116967,Rafael Lovato Jr.,,25/06/1983,38,,"Oklahoma City, Oklahoma",United States,"6'3""",185 lbs,Lovato's School of Brazilian Jiu-Jitsu,Middleweight,10,2,6,2,,10,0,0,0,
/fighter/Akenbieke-Ayijiake-186615,Akenbieke Ayijiake,Tianshan Eagle,,,,,China,"5'7""",143 lbs,Hebei Wanshi Fight Club,Featherweight,12,2,6,4,0,12,1,2,11,1
/fighter/Dequan-Townsend-91563,Dequan Townsend,The Tarantula,11/05/1986,35,,"Lansing, Michigan",United States,"6'3""",185 lbs,Murcielago MMA,Middleweight,21,12,5,4,,21,2,1,9,
/fighter/Georgi-Stoyanov-39813,Georgi Stoyanov,Stanchev,07/07/1980,41,,Burgas,Bulgaria,"5'7""",145 lbs,,Featherweight,20,1,11,7,1,20,0,5,6,0
/fighter/Ryo-Kawamura-13514,Ryo Kawamura,Rocky,29/06/1981,40,,Gifu,Japan,"5'11""",185 lbs,PANCRASEism,Middleweight,18,10,0,8,,18,6,0,4,
/fighter/Joseph-Creer-175833,Joseph Creer,Dark Knight,28/12/1981,39,,"Columbus, Georgia",United States,"6'4""",185 lbs,The Outsiders,Middleweight,7,1,1,5,,7,2,0,0,
/fighter/Ali-Bagautinov-81198,Ali Bagautinov,The King Puncher,12/06/1985,36,,Dagestan,Russia,"5'4""",125 lbs,Krepost,Flyweight,21,5,5,11,,21,1,0,6,
/fighter/Desiree-Yanez-286877,Desiree Yanez,Dirty Dez,19/02/1990,31,,"Waco, Texas",United States,"5'4""",115 lbs,Blitz Sport MMA,Strawweight,5,2,1,2,,5,0,1,2,
/fighter/Daniel-Mashamaite-78614,Daniel Mashamaite,Black Diamond,06/12/1976,44,,"Polokwane, Limpopo",South Africa,"5'7""",136 lbs,Grappling Unlimited,Bantamweight,1,0,1,0,,1,1,1,1,
/fighter/Brian-Eckstein-17313,Brian Eckstein,,06/03/1985,36,,"Orlando, Florida",United States,"5'6""",135 lbs,American Top Team,Bantamweight,5,1,1,3,,5,1,0,0,
/fighter/DaMon-Blackshear-243891,Da'Mon Blackshear,The Diamond,12/08/1994,26,,"Fayetteville, North Carolina",United States,"5'10""",145 lbs,Team ROC,Featherweight,9,1,6,2,,9,0,0,4,
/fighter/Raphael-Davis-17374,Raphael Davis,Noodle,01/09/1976,44,,"Costa Mesa, California",United States,"6'3""",203 lbs,Reign MMA,Light Heavyweight,13,5,7,1,,13,1,0,2,
/fighter/Magomed-Ankalaev-170785,Magomed Ankalaev,,02/06/1992,29,,"Makhachkala, Dagestan",Russia,"6'3""",205 lbs,Akhmat Fight Team,Light Heavyweight,15,9,0,6,,15,0,1,0,
/fighter/Aymard-Guih-125233,Aymard Guih,Barakuda,29/04/1988,33,,Abidjan,Cote d'Ivoire,"5'9""",155 lbs,Team MFC,Lightweight,15,3,6,6,,15,1,4,6,
/fighter/Chris-Foster-25653,Chris Foster,Cassius,,,,"Middletown, Connecticut",United States,"5'9""",145 lbs,Danilo Cherman Nova Uniao,Featherweight,11,5,0,6,,11,1,2,2,
/fighter/Tarec-Saffiedine-21912,Tarec Saffiedine,Sponge,06/09/1986,34,,Brussels,Belgium,"5'9""",169 lbs,Tristar Gym,Welterweight,16,1,5,10,,16,1,0,6,
/fighter/Ben-Brewer-85568,Ben Brewer,The Ruler,,,,"Nashville, Tennessee",United States,"6'1""",170 lbs,Nashville MMA,Welterweight,11,1,7,3,,11,3,2,0,
/fighter/John-Polakowski-9512,John Polakowski,Buckets of Blood,21/06/1981,40,,"San Luis Obsipo, California",United States,"5'9""",155 lbs,The Pit,Lightweight,2,1,0,1,,2,0,1,1,
/fighter/Bryson-Bolohao-230395,Bryson Bolohao,,,,,Hawaii,United States,"0'0""",155 lbs,,Lightweight,0,0,0,0,,0,0,2,0,
/fighter/Laurita-Cibirite-237135,Laurita Cibirite,,,,,,Israel,"0'0""",145 lbs,,Featherweight,0,0,0,0,,0,1,0,0,
/fighter/Mario-Soto-85041,Mario Soto,Dr. Mario,,,,"Sacramento, California",United States,"6'0""",170 lbs,Team Alpha Male,Welterweight,8,1,6,1,,8,0,1,1,
/fighter/Adam-Yandiev-186189,Adam Yandiev,Beard,07/07/1988,33,,"Nazran, Ingushetia",Russia,"5'11""",185 lbs,Fight or Die,Middleweight,9,3,6,0,,9,0,1,0,
/fighter/Jon-delos-Reyes-58594,Jon delos Reyes,The Heat,19/08/1987,33,,"Tamuning, Guam",United States,"5'5""",125 lbs,Countershot MMA,Flyweight,8,3,5,0,,8,1,3,1,
/fighter/Adi-Nugroho-232891,Adi  Nugroho,,,,,,Indonesia,"0'0""",125 lbs,Garuda Martial Arts,Flyweight,0,0,0,0,,0,1,0,1,
/fighter/Konstantin-Erokhin-98151,Konstantin Erokhin,,02/01/1983,38,,Moscow,Russia,"5'11""",205 lbs,Krepost,Light Heavyweight,10,9,0,1,,10,2,0,2,
/fighter/Noad-Lahat-35732,,,08/06/1984,37,,"Las Vegas, Nevada",United States,"5'9""",145 lbs,Xtreme Couture,Featherweight,13,2,6,5,,13,4,0,1,
/fighter/John-Lewis-230,John Lewis,,16/07/1969,52,,"Las Vegas, Nevada",United States,"6'0""",160 lbs,Lewis,Welterweight,3,2,1,0,,3,2,1,1,
/fighter/Nick-Hein-50774,Nick Hein,Sergeant,24/04/1984,37,,Cologne,Germany,"5'6""",155 lbs,Tiger Muay Thai,Lightweight,14,1,4,9,,14,2,1,2,
/fighter/Kristy-Obst-275819,Kristy Obst,KO,,,,,Australia,"0'0""",115 lbs,Martial Arts and Fight Centre,Strawweight,2,2,0,0,,2,0,0,0,
/fighter/Wendell-de-Oliveira-Marques-15393,Wendell de Oliveira Marques,War Machine / Negao,01/06/1983,38,,"Rio de Janeiro, Rio de Janeiro",Brazil,"5'11""",170 lbs,War Machine,Welterweight,31,12,4,15,0,31,5,5,4,1
/fighter/Alejandro-Villalobos-22473,Alejandro Villalobos,Ano,26/10/1978,42,,"Santo Domingo, Heredia",Costa Rica,"5'7""",145 lbs,Mandarina MMA,Featherweight,17,9,7,1,,17,2,1,2,
/fighter/Daniel-Teymur-163939,Daniel Teymur,Kid Dynamite,03/02/1988,33,,Stockholm,Sweden,"5'5""",145 lbs,Allstars Training Center,Featherweight,7,3,3,1,,7,1,2,1,
/fighter/Changxin-Fu-186589,Changxin  Fu,,12/08/1992,28,,"Harbin, Heilongjiang",China,"5'10""",145 lbs,Tianchi Wrestling,Featherweight,8,4,1,3,,8,0,2,0,
/fighter/Shaquan-Moore-302801,Shaquan Moore,,27/03/1994,27,,"Terryville, New York",United States,"5'9""",170 lbs,Fusion MMA,Welterweight,1,0,0,1,,1,0,0,2,
/fighter/Alexandre-Ferreira-1398,Alexandre Ferreira,Cacareco,25/04/1979,42,,Rio de Janeiro,Brazil,"5'7""",204 lbs,Chute Boxe,Light Heavyweight,18,3,14,1,0,18,2,2,1,1
/fighter/Blake-Watkins-13430,Blake Watkins,,,,,"Bakersfield, California",United States,"6'2""",185 lbs,,Middleweight,5,2,3,0,,5,1,0,0,
/fighter/Tsogookhuu-Amarsanaa-220441,Tsogookhuu Amarsanaa,,25/08/1990,30,,,Mongolia,"5'10""",155 lbs,Core Mongolia,Lightweight,6,3,0,3,,6,0,0,2,
/fighter/Norbert-Novenyi-Jr-23071,Norbert Novenyi Jr.,Magic,,,,,Hungary,"5'11""",185 lbs,London Shootfighters,Middleweight,5,0,4,1,,5,0,0,0,
/fighter/Cody-Matthews-237237,Cody Matthews,Mad Cat,12/06/1998,23,,"Lonaconing, Maryland",United States,"5'3""",135 lbs,Ryoma Academy,Bantamweight,1,0,0,1,,1,0,1,1,
/fighter/Paul-Varelans-112,Paul Varelans,The Polar Bear,17/09/1969,,16/01/2021,"Fairbanks, Alaska",United States,"6'8""",300 lbs,,Super Heavyweight,9,6,2,1,,9,7,1,1,
/fighter/Dennis-Hallman-275,Dennis Hallman,Superman,02/12/1975,45,,"Yelm, Washington",United States,"5'9""",181 lbs,Victory Athletics,Middleweight,53,5,40,7,1,53,11,0,9,0
/fighter/Douglas-Frey-40250,Douglas Frey,,08/08/1982,39,,"Amarillo, Texas",United States,"5'11""",145 lbs,Fitness Fight Factory,Featherweight,10,5,4,1,,10,4,5,4,
/fighter/Nobutatsu-Suzuki-15160,Nobutatsu Suzuki,,16/09/1977,43,,"Chofu, Tokyo",Japan,"5'8""",155 lbs,Bushinjuku,Lightweight,11,10,0,1,,11,2,1,0,
/fighter/Marek-Jakimowicz-290401,Marek Jakimowicz,,,,,,Northern Ireland,"5'11""",170 lbs,IFS Northern Ireland,Welterweight,1,1,0,0,,1,0,0,0,
/fighter/Kaytlin-Neil-145873,Kaytlin Neil,Katniss,07/01/1992,29,,"Provo, Utah",United States,"5'7""",126 lbs,Four7 Training Center,Flyweight,4,1,0,3,,4,1,0,3,
